Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000163,North East and North Cumbria ICB - 00N ,ICB sub-locations,Persons,All ages,,,2015 Q4,170.06784,,,,,24693,145195,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000168,Mid and South Essex ICB - 99G ,ICB sub-locations,Persons,All ages,,,2015 Q4,168.04988,,,,,29219,173871,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000170,Cheshire and Merseyside ICB - 01V ,ICB sub-locations,Persons,All ages,,,2015 Q4,182.78476,,,,,22641,123867,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000172,Cheshire and Merseyside ICB - 01X ,ICB sub-locations,Persons,All ages,,,2015 Q4,181.27124,,,,,34619,190979,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000173,Staffordshire and Stoke-on-Trent ICB - 05V ,ICB sub-locations,Persons,All ages,,,2015 Q4,178.26929,,,,,26130,146576,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000174,Greater Manchester ICB - 01W ,ICB sub-locations,Persons,All ages,,,2015 Q4,170.48557,,,,,46845,274774,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000175,Staffordshire and Stoke-on-Trent ICB - 05W ,ICB sub-locations,Persons,All ages,,,2015 Q4,160.70798,,,,,42357,263565,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000176,North East and North Cumbria ICB - 00P ,ICB sub-locations,Persons,All ages,,,2015 Q4,180.90981,,,,,46096,254801,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000185,Mid and South Essex ICB - 07G ,ICB sub-locations,Persons,All ages,,,2015 Q4,150.40074,,,,,24808,164946,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000187,Greater Manchester ICB - 02A ,ICB sub-locations,Persons,All ages,,,2015 Q4,163.97656,,,,,38148,232643,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000188,Humber and North Yorkshire ICB - 03Q ,ICB sub-locations,Persons,All ages,,,2015 Q4,137.43808,,,,,46282,336748,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000190,West Yorkshire ICB - 03R ,ICB sub-locations,Persons,All ages,,,2015 Q4,163.88284,,,,,57545,351135,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000194,Cheshire and Merseyside ICB - 02E ,ICB sub-locations,Persons,All ages,,,2015 Q4,166.91412,,,,,33501,200708,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000197,Hertfordshire and West Essex ICB - 07H ,ICB sub-locations,Persons,All ages,,,2015 Q4,168.77296,,,,,49639,294117,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000200,Lancashire and South Cumbria ICB - 02G ,ICB sub-locations,Persons,All ages,,,2015 Q4,136.20735,,,,,13984,102667,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000201,"Leicester, Leicestershire and Rutland ICB - 04V ",ICB sub-locations,Persons,All ages,,,2015 Q4,148.81633,,,,,56010,376370,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000204,Suffolk and North East Essex ICB - 07K ,ICB sub-locations,Persons,All ages,,,2015 Q4,177.66493,,,,,43594,245372,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000205,Greater Manchester ICB - 02H ,ICB sub-locations,Persons,All ages,,,2015 Q4,159.90186,,,,,51482,321960,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000208,Cheshire and Merseyside ICB - 12F ,ICB sub-locations,Persons,All ages,,,2015 Q4,172.32005,,,,,53941,313028,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000212,North East and North Cumbria ICB - 13T ,ICB sub-locations,Persons,All ages,,,2015 Q4,155.89044,,,,,78028,500531,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000215,North East and North Cumbria ICB - 01H ,ICB sub-locations,Persons,All ages,,,2015 Q4,174.75102,,,,,49922,285675,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000217,Greater Manchester ICB - 14L ,ICB sub-locations,Persons,All ages,,,2015 Q4,147.49548,,,,,87575,593747,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000221,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A ",ICB sub-locations,Persons,All ages,,,2015 Q4,135.99649,,,,,67802,498557,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000222,"Bristol, North Somerset and South Gloucestershire ICB - 15C ",ICB sub-locations,Persons,All ages,,,2015 Q4,139.42714,,,,,125682,901417,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000223,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y ",ICB sub-locations,Persons,All ages,,,2015 Q4,150.9006,,,,,79564,527261,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000225,West Yorkshire ICB - 15F ,ICB sub-locations,Persons,All ages,,,2015 Q4,148.84628,,,,,124693,837730,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000226,Lancashire and South Cumbria ICB - 02M ,ICB sub-locations,Persons,All ages,,,2015 Q4,164.36571,,,,,26978,164134,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000227,Lancashire and South Cumbria ICB - 01E ,ICB sub-locations,Persons,All ages,,,2015 Q4,169.49214,,,,,32733,193124,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000228,Lancashire and South Cumbria ICB - 01K ,ICB sub-locations,Persons,All ages,,,2015 Q4,156.79514,,,,,42425,270576,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000230,Devon ICB - 15N ,ICB sub-locations,Persons,All ages,,,2015 Q4,156.066186024416,,,,,171162,1096727,,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000231,"Bath and North East Somerset, Swindon and Wiltshire ICB - 92G ",ICB sub-locations,Persons,All ages,,,2015 Q4,143.170897534816,,,,,112449,785418,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000232,West Yorkshire ICB - 36J ,ICB sub-locations,Persons,All ages,,,2015 Q4,153.048857410611,,,,,67939,443904,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000233,Cheshire and Merseyside ICB - 27D ,ICB sub-locations,Persons,All ages,,,2015 Q4,150.182363339375,,,,,100677,670365,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000234,North East and North Cumbria ICB - 84H ,ICB sub-locations,Persons,All ages,,,2015 Q4,176.730806086099,,,,,89450,506137,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000235,Sussex ICB - 97R ,ICB sub-locations,Persons,All ages,,,2015 Q4,167.146940442163,,,,,71635,428575,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000236,Herefordshire and Worcestershire ICB - 18C ,ICB sub-locations,Persons,All ages,,,2015 Q4,160.768580165253,,,,,111198,691665,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000237,Kent and Medway ICB - 91Q ,ICB sub-locations,Persons,All ages,,,2015 Q4,163.795391933425,,,,,249891,1525629,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000238,Lincolnshire ICB - 71E ,ICB sub-locations,Persons,All ages,,,2015 Q4,170.352002603123,,,,,117271,688404,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000239,Norfolk and Waveney ICB - 26A ,ICB sub-locations,Persons,All ages,,,2015 Q4,170.478172622338,,,,,165297,969608,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000240,North Central London ICB - 93C ,ICB sub-locations,Persons,All ages,,,2015 Q4,107.955189695444,,,,,142815,1322910,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000241,Humber and North Yorkshire ICB - 42D ,ICB sub-locations,Persons,All ages,,,2015 Q4,147.437810882876,,,,,58778,398663,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000243,Nottingham and Nottinghamshire ICB - 52R ,ICB sub-locations,Persons,All ages,,,2015 Q4,143.687830512591,,,,,130151,905790,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000244,South East London ICB - 72Q ,ICB sub-locations,Persons,All ages,,,2015 Q4,115.260151916723,,,,,179085,1553746,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000245,South West London ICB - 36L ,ICB sub-locations,Persons,All ages,,,2015 Q4,117.893456974477,,,,,172980,1467257,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000246,Surrey Heartlands  ICB - 92A ,ICB sub-locations,Persons,All ages,,,2015 Q4,142.494246341237,,,,,141413,992412,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000247,North East and North Cumbria ICB - 16C ,ICB sub-locations,Persons,All ages,,,2015 Q4,162.052951042873,,,,,103669,639723,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000248,Sussex ICB - 70F ,ICB sub-locations,Persons,All ages,,,2015 Q4,144.623173923877,,,,,112601,778582,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000249,"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",ICB sub-locations,Persons,All ages,,,2015 Q4,156.527377199454,,,,,133019,849813,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000251,Coventry and Warwickshire ICB - B2M3M ,ICB sub-locations,Persons,All ages,,,2015 Q4,149.711792047492,,,,,131189,876277,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000252,Frimley ICB - D4U1Y ,ICB sub-locations,Persons,All ages,,,2015 Q4,143.755285854401,,,,,93657,651503,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000253,Hampshire and Isle Of Wight ICB - D9Y0V ,ICB sub-locations,Persons,All ages,,,2015 Q4,140.080619664875,,,,,177230,1265200,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000254,West Yorkshire ICB - X2C4Y ,ICB sub-locations,Persons,All ages,,,2015 Q4,164.163110938712,,,,,67714,412480,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000255,North East London ICB - A3A8R ,ICB sub-locations,Persons,All ages,,,2015 Q4,115.371245240638,,,,,211411,1832441,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000256,North West London ICB - W2U3Z ,ICB sub-locations,Persons,All ages,,,2015 Q4,114.29399456745,,,,,247668,2166938,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000257,"Shropshire, Telford and Wrekin ICB - M2L0M ",ICB sub-locations,Persons,All ages,,,2015 Q4,152.535863828944,,,,,61565,403610,Aggregated from all known lower geography values,,Not compared,Not compared,20150400,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,,,E92000001,England,England,Persons,All ages,,,2016 Q1,151.88916,,,,,8219585,54115678,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E92000001,England,England,Persons,All ages,,,2016 Q1,151.88916,,,,,8219585,54115678,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000006,South Yorkshire ICB - 02P ,ICB sub-locations,Persons,All ages,,,2016 Q1,165.39041,,,,,40130,242638,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000007,Mid and South Essex ICB - 99E ,ICB sub-locations,Persons,All ages,,,2016 Q1,179.80852,,,,,45712,254226,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000008,Nottingham and Nottinghamshire ICB - 02Q ,ICB sub-locations,Persons,All ages,,,2016 Q1,186.37788,,,,,19672,105549,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000014,Lancashire and South Cumbria ICB - 00Q ,ICB sub-locations,Persons,All ages,,,2016 Q1,168.05051,,,,,26089,155245,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000015,Lancashire and South Cumbria ICB - 00R ,ICB sub-locations,Persons,All ages,,,2016 Q1,173.06076,,,,,27589,159418,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000016,Greater Manchester ICB - 00T ,ICB sub-locations,Persons,All ages,,,2016 Q1,169.3362,,,,,51296,302924,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000021,Sussex ICB - 09D ,ICB sub-locations,Persons,All ages,,,2016 Q1,110.27158,,,,,30502,276608,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000024,Greater Manchester ICB - 00V ,ICB sub-locations,Persons,All ages,,,2016 Q1,152.89838,,,,,25725,168249,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000025,West Yorkshire ICB - 02T ,ICB sub-locations,Persons,All ages,,,2016 Q1,173.75229,,,,,34915,200947,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000028,Staffordshire and Stoke-on-Trent ICB - 04Y ,ICB sub-locations,Persons,All ages,,,2016 Q1,176.14253,,,,,22362,126954,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000030,Mid and South Essex ICB - 99F ,ICB sub-locations,Persons,All ages,,,2016 Q1,188.36461,,,,,31944,169586,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000034,Lancashire and South Cumbria ICB - 00X ,ICB sub-locations,Persons,All ages,,,2016 Q1,172.78067,,,,,30092,174163,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000044,South Yorkshire ICB - 02X ,ICB sub-locations,Persons,All ages,,,2016 Q1,172.12584,,,,,51756,300687,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000045,Dorset ICB - 11J ,ICB sub-locations,Persons,All ages,,,2016 Q1,158.79082,,,,,111454,701892,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000049,Hertfordshire and West Essex ICB - 06K ,ICB sub-locations,Persons,All ages,,,2016 Q1,170.90442,,,,,95069,556270,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000050,Lancashire and South Cumbria ICB - 01A ,ICB sub-locations,Persons,All ages,,,2016 Q1,155.66005,,,,,53760,345368,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000051,"Leicester, Leicestershire and Rutland ICB - 03W ",ICB sub-locations,Persons,All ages,,,2016 Q1,149.96666,,,,,45873,305888,Value for CCG based on the GPs belonging to the CCG since boundary change April 2019,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000052,Humber and North Yorkshire ICB - 02Y ,ICB sub-locations,Persons,All ages,,,2016 Q1,178.47386,,,,,47171,264302,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000053,Staffordshire and Stoke-on-Trent ICB - 05D ,ICB sub-locations,Persons,All ages,,,2016 Q1,159.10182,,,,,22206,139571,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000062,Gloucestershire ICB - 11M ,ICB sub-locations,Persons,All ages,,,2016 Q1,155.16281,,,,,91068,586919,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000068,Cheshire and Merseyside ICB - 01F ,ICB sub-locations,Persons,All ages,,,2016 Q1,175.58434,,,,,22003,125313,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000079,Hertfordshire and West Essex ICB - 06N ,ICB sub-locations,Persons,All ages,,,2016 Q1,149.38217,,,,,86427,578563,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000080,Greater Manchester ICB - 01D ,ICB sub-locations,Persons,All ages,,,2016 Q1,167.64772,,,,,37908,226117,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000085,Humber and North Yorkshire ICB - 03F ,ICB sub-locations,Persons,All ages,,,2016 Q1,146.55838,,,,,31293,213519,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000086,Suffolk and North East Essex ICB - 06L ,ICB sub-locations,Persons,All ages,,,2016 Q1,169.08833,,,,,67484,399105,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000089,Cornwall and The Isles Of Scilly ICB - 11N ,ICB sub-locations,Persons,All ages,,,2016 Q1,159.86522,,,,,87159,545203,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000091,Cheshire and Merseyside ICB - 01J ,ICB sub-locations,Persons,All ages,,,2016 Q1,181.42532,,,,,29136,160595,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000097,"Leicester, Leicestershire and Rutland ICB - 04C ",ICB sub-locations,Persons,All ages,,,2016 Q1,136.311,,,,,52977,388648,Value for CCG based on the GPs belonging to the CCG since boundary change April 2019,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000101,Cheshire and Merseyside ICB - 99A ,ICB sub-locations,Persons,All ages,,,2016 Q1,161.9388,,,,,80515,497194,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000106,Mid and South Essex ICB - 06Q ,ICB sub-locations,Persons,All ages,,,2016 Q1,170.86005,,,,,60072,351586,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000117,Suffolk and North East Essex ICB - 06T ,ICB sub-locations,Persons,All ages,,,2016 Q1,194.31221,,,,,56820,292416,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000119,Humber and North Yorkshire ICB - 03H ,ICB sub-locations,Persons,All ages,,,2016 Q1,162.96408,,,,,26819,164570,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000122,Humber and North Yorkshire ICB - 03K ,ICB sub-locations,Persons,All ages,,,2016 Q1,171.24492,,,,,29518,172373,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000126,Staffordshire and Stoke-on-Trent ICB - 05G ,ICB sub-locations,Persons,All ages,,,2016 Q1,167.05014,,,,,34995,209488,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000127,North East and North Cumbria ICB - 99C ,ICB sub-locations,Persons,All ages,,,2016 Q1,176.7139,,,,,35760,202361,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000130,North East and North Cumbria ICB - 00L,ICB sub-locations,Persons,All ages,,,2016 Q1,175.62575,,,,,52667,299882,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000135,Greater Manchester ICB - 00Y ,ICB sub-locations,Persons,All ages,,,2016 Q1,195.13162,,,,,47753,244722,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000136,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q ",ICB sub-locations,Persons,All ages,,,2016 Q1,123.92678,,,,,85435,689399,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000137,Hampshire and Isle Of Wight ICB - 10R ,ICB sub-locations,Persons,All ages,,,2016 Q1,156.06444,,,,,30566,195855,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000141,South Yorkshire ICB - 03L ,ICB sub-locations,Persons,All ages,,,2016 Q1,159.00951,,,,,40802,256601,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000143,Greater Manchester ICB - 01G ,ICB sub-locations,Persons,All ages,,,2016 Q1,163.9229,,,,,42418,258768,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000146,South Yorkshire ICB - 03N ,ICB sub-locations,Persons,All ages,,,2016 Q1,146.70609,,,,,84819,578156,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000150,Somerset ICB - 11X ,ICB sub-locations,Persons,All ages,,,2016 Q1,154.83722,,,,,82383,532062,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000153,Staffordshire and Stoke-on-Trent ICB - 05Q ,ICB sub-locations,Persons,All ages,,,2016 Q1,170.17961,,,,,31779,186738,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000161,Cheshire and Merseyside ICB - 01T ,ICB sub-locations,Persons,All ages,,,2016 Q1,175.21407,,,,,27134,154862,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000163,North East and North Cumbria ICB - 00N ,ICB sub-locations,Persons,All ages,,,2016 Q1,176.09988,,,,,25289,143606,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000168,Mid and South Essex ICB - 99G ,ICB sub-locations,Persons,All ages,,,2016 Q1,180.74648,,,,,30097,166515,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000170,Cheshire and Merseyside ICB - 01V ,ICB sub-locations,Persons,All ages,,,2016 Q1,194.25208,,,,,22805,117399,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000172,Cheshire and Merseyside ICB - 01X ,ICB sub-locations,Persons,All ages,,,2016 Q1,186.81773,,,,,36555,195672,,,Not compared,Not compared,20160100,,,3m
92163,Total number of prescribed antibiotic items per 1000 registered patients by quarter,E92000001,England,E38000173,Staffordshire and Stoke-on-Trent ICB - 05V ,ICB sub-locations,Persons,All ages,,,2016 Q1,187.38637,,,,,27623,147412,,,Not compared,Not compared,20160100,,,3m
